Id,Name,Address,City,State,Division,Major Group,Industry Group,SIC,Description
3720,Sheppard Inc,70004 Daniels Ferry,New Christopher,Oklahoma,I,73.0,738.0,7381.0,"Detective, Guard, and Armored Car Services"
3721,White Group,06423 Stevens Center,Jessicaland,Kentucky,D,37.0,372.0,3728.0,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified"
3722,"Gonzalez, Turner and Colon",809 Avila Estate Suite 855,Tabithahaven,Kentucky,B,10.0,104.0,1041.0,Gold Ores
3723,"Mosley, Martinez and Long",4506 Stout Village,Lake Benjaminchester,Iowa,B,14.0,142.0,1422.0,Crushed and Broken Limestone
3724,Hughes and Sons,226 Zachary Park Apt. 671,Caldwellland,New Jersey,D,36.0,362.0,3621.0,Motors and Generators
3725,Thomas LLC,166 Carter Spur Suite 836,Lake Carlos,California,B,10.0,109.0,1099.0,"Miscellaneous Metal Ores, Not Elsewhere Classified"
3726,Knapp Inc,85262 Walter Stream,New Marcusland,New York,B,10.0,104.0,1041.0,Gold Ores
3727,Bruce-Murray,5991 Edward Valleys Apt. 654,South Brendaport,Arizona,B,10.0,106.0,1061.0,"Ferroalloy Ores, Except Vanadium"
3728,Middleton-Alexander,679 Tristan Tunnel Suite 309,Traceyberg,South Carolina,D,23.0,231.0,2311.0,"Men's and Boys' Suits, Coats, and Overcoats"
3729,Burns-Hanson,9586 Savannah Ford,Gonzalezborough,South Carolina,D,22.0,224.0,2241.0,"Narrow Fabric and Other Smallware Mills: Cotton, Wool, Silk, and Manmade Fiber"
3730,Fowler Group,502 Owens Prairie Suite 446,Rogerville,Iowa,D,34.0,342.0,3425.0,Saw Blades and Handsaws
3731,"Montgomery, Gonzalez and Adkins",9871 Coleman Bypass,Lake Jennifer,Oregon,I,87.0,871.0,8711.0,Engineering Services
3732,"Rogers, Pena and Contreras",199 Edward Oval Suite 878,Gutierrezmouth,Arkansas,A,2.0,21.0,211.0,Beef Cattle Feedlots
3733,Young and Sons,6353 Alexandra Spurs,Candicefort,Illinois,E,44.0,449.0,4499.0,"Water Transportation Services, Not Elsewhere Classified"
3734,"Barron, Gross and Williams",9114 Huber Trail Apt. 614,Murrayberg,Nevada,I,73.0,735.0,7353.0,Heavy Construction Equipment Rental and Leasing
3735,Mckay Group,863 Marsh Stream Apt. 994,Lake Valerie,Texas,D,20.0,203.0,2037.0,"Frozen Fruits, Fruit Juices, and Vegetables"
3736,Henry and Sons,1151 Martinez Pine,Port Josephfurt,Arkansas,D,35.0,356.0,3563.0,Air and Gas Compressors
3737,Clark-Hayes,6997 Christian Island,New Katrinafurt,Washington,D,34.0,343.0,3432.0,Plumbing Fixture Fittings and Trim
3738,,56764 Smith Oval,Hartmanton,Wyoming,D,27.0,277.0,2771.0,Greeting Cards
3739,"Saunders, Elliott and Sanders",9224 Rojas Ramp Apt. 202,New Bethstad,Utah,I,80.0,804.0,8042.0,Offices and Clinics of Optometrists
3740,Anderson-Miller,532 Bradford Mountains,Delacruzside,Minnesota,B,10.0,,1061.0,"Ferroalloy Ores, Except Vanadium"
3741,"Harris, Walker and Cohen",89899 Krystal Neck,East Scottport,Nevada,D,37.0,376.0,3764.0,Guided Missile and Space Vehicle Propulsion Units and Propulsion Unit Parts
3742,Christensen-Murphy,5620 Jonathan Ranch Suite 474,West Elizabeth,Delaware,B,10.0,108.0,1081.0,Metal Mining Services
3743,Jackson-Johnson,860 Michael Key,,New Hampshire,F,50.0,506.0,5064.0,"Electrical Appliances, Television and Radio Sets"
3744,Vaughn-Shields,946 Sanchez Light Apt. 413,East Latashafort,Hawaii,I,80.0,805.0,8051.0,Skilled Nursing Care Facilities
3745,Powers-Brown,53053 Victoria Wells Suite 471,Fergusonfort,Pennsylvania,D,34.0,,3451.0,Screw Machine Products
3746,"Huang, Cunningham and Diaz",48391 Ward Pine,Markchester,Wisconsin,D,22.0,229.0,,"Textile goods, Not Elsewhere Classified"
3747,"Wood, Green and Williams",4930 Joshua Junctions Suite 994,East Kelly,Colorado,D,24.0,245.0,2451.0,Mobile Homes
3748,Conner Ltd,7101 Mary Wells,,Michigan,E,41.0,411.0,4111.0,Local and Suburban Transit
3749,"Obrien, Mcdonald and Chapman",574 Haley Locks,,Maryland,A,1.0,13.0,133.0,Sugarcane and Sugar Beets
3750,Maxwell and Sons,761 Mason Landing Suite 270,,,D,36.0,363.0,3633.0,Household Laundry Equipment
3751,Brown Inc,6025 Peters Valley,Curryborough,Minnesota,D,36.0,367.0,3679.0,"Electronic Components, Not Elsewhere Classified"
3752,Miller Ltd,700 Fuentes Mews Apt. 933,Dunnfurt,Nebraska,I,,871.0,8713.0,Surveying Services
3753,"Rodriguez, Callahan and Wade",9149 Sarah Lodge,Port Sergiotown,California,A,2.0,25.0,251.0,"Broiler, Fryer, and Roaster Chickens"
3754,Wu Group,14510 Robinson Square,Stephenview,Louisiana,C,16.0,161.0,1611.0,"Highway and Street Construction, Except Elevated Highways"
3755,Roberson-Nichols,4994 Hill Crescent,East Brookebury,Hawaii,A,2.0,25.0,253.0,Turkeys and Turkey Eggs
3756,Smith LLC,62565 Michael View,Taylorton,Oklahoma,D,33.0,335.0,3357.0,Drawing and Insulating of Nonferrous Wire
3757,Stafford Group,844 Andres Drives,New Nancyton,New Jersey,D,32.0,326.0,3261.0,Vitreous China Plumbing Fixtures and China and Earthenware Fittings and Bathroom Accessories
3758,Sanders PLC,203 Werner Mountains,South Christopher,Mississippi,D,28.0,282.0,2822.0,Synthetic Rubber (Vulcanizable Elastomers)
3759,"Martin, Navarro and Morton",51342 Crawford Stream Apt. 540,North Frank,Washington,H,,,6061.0,"Credit Unions, Federally Chartered"
3760,"Fuller, Walsh and Allen",6650 Lucero Road Apt. 756,Port Shirley,Delaware,I,73.0,734.0,7349.0,"Building Cleaning and Maintenance Services, Not Elsewhere"
3761,"Cochran, Stevens and Elliott",6031 Christopher Freeway Suite 340,Lake Elizabethland,Arizona,E,42.0,421.0,4214.0,Local Trucking With Storage
3762,"Calhoun, Escobar and Williams",52327 Kline Parkway Apt. 519,Port Rachel,New Mexico,D,35.0,354.0,3542.0,"Machine Tools, Metal Forming Types"
3763,Allen-Ward,58148 Jones Expressway,Mitchelltown,North Dakota,A,1.0,11.0,119.0,"Cash Grains, Not Elsewhere Classified"
3764,Barber-Flores,891 Hall Corners,Banksstad,Nebraska,D,22.0,228.0,2282.0,"Yarn Texturizing, Throwing, Twisting, and Winding Mills"
3765,"Hughes, Walters and Miller",95038 Evans Flat Apt. 037,South Randallburgh,Nebraska,I,73.0,733.0,,Direct Mail Advertising Services
3766,"Fuller, Rodriguez and Cooper",637 Lisa Divide Suite 016,South Angela,Oregon,D,36.0,365.0,3651.0,Household Audio and Video Equipment
3767,Blake-Frye,2547 Spencer Way,Jasonfurt,Indiana,I,80.0,806.0,8063.0,Psychiatric Hospitals
3768,"Johnston, Mcclain and Wilson",2904 Joshua Viaduct Suite 735,Bateston,Washington,G,57.0,571.0,5714.0,"Drapery, Curtain, and Upholstery Stores"
3769,Solis Group,,North Robertborough,Nevada,I,87.0,872.0,8721.0,"Accounting, Auditing, and Bookkeeping Services"
3770,Adams LLC,0657 Williams Crescent,South Kevinside,South Dakota,A,1.0,11.0,115.0,Corn
3771,"Anderson, Wyatt and Mckinney",1818 Roberts Gateway Suite 471,North Brian,Florida,G,59.0,598.0,5984.0,Liquefied Petroleum Gas (Bottled Gas) Dealers
3772,Carroll-Wright,,Annetteborough,Tennessee,E,49.0,491.0,4911.0,Electric Services
3773,"Gibson, Hall and Christian",17756 Burke Harbors Suite 752,Richardshire,Wyoming,D,31.0,316.0,3161.0,Luggage
3774,Shields Ltd,15164 Craig Summit Apt. 739,New Anthony,New Jersey,E,45.0,451.0,4512.0,"Air Transportation, Scheduled"
3775,Ruiz-Benton,0687 Norris Prairie,Brownside,Wyoming,D,34.0,343.0,3431.0,Enameled Iron and Metal Sanitary Ware
3776,"Cook, Baker and Hernandez",166 Hannah Crest Suite 367,,Kentucky,I,79.0,793.0,7933.0,Bowling Centers
3777,Moore and Sons,128 Henry Hill Suite 812,South Ashleyton,Nebraska,F,50.0,508.0,5085.0,Industrial Supplies
3778,"Vargas, Barron and Cummings",33888 Andrew Estates,South Ryanland,Louisiana,H,63.0,636.0,6361.0,Title Insurance
3779,Suarez and Sons,04013 Joy Expressway Apt. 925,Port Patriciaside,Arkansas,D,34.0,347.0,3479.0,"Coating, Engraving, and Allied Services, Not Elsewhere Classified"
3780,Pitts-Lopez,80254 Christina Divide Apt. 426,Lake Brian,Massachusetts,D,32.0,326.0,3263.0,Fine Earthenware (Whiteware) Table and Kitchen Articles
3781,Chase Inc,48277 Jasmine Road,Lawrenceport,Pennsylvania,D,32.0,326.0,3264.0,Porcelain Electrical Supplies
3782,"Diaz, Carter and Hensley",,Lake Corey,Washington,I,73.0,738.0,7382.0,Security Systems Services
3783,"Edwards, Hernandez and Wolfe",611 Ryan Isle Apt. 240,Lake Nathaniel,Oregon,B,10.0,109.0,1094.0,Uranium-Radium-Vanadium Ores
3784,Mckinney Ltd,853 Trevor Village Apt. 268,North Johnmouth,Pennsylvania,I,76.0,764.0,7641.0,Reupholstery and Furniture Repair
3785,Allen-Eaton,6508 Erica Flats,Lake Sarahfurt,South Dakota,D,32.0,325.0,3255.0,Clay Refractories
3786,"Ford, Sampson and Bass",08329 Hart Highway,,Nebraska,D,36.0,366.0,3669.0,"Communications Equipment, Not Elsewhere Classified"
3787,Herrera and Sons,94532 Marvin Junctions,Larsenview,Maryland,H,65.0,651.0,6514.0,Operators of Dwellings Other Than Apartment Buildings
3788,"Glass, Harris and Rowland",87133 White Coves,West Deborahborough,Georgia,D,36.0,363.0,3633.0,Household Laundry Equipment
3789,Jones Ltd,64570 Murphy Glen,Elliottbury,Massachusetts,G,56.0,561.0,5611.0,
3790,"Fowler, Reyes and Davis",7334 Palmer Forges,Scottville,South Dakota,D,37.0,371.0,3714.0,Motor Vehicle Parts and Accessories
3791,Robertson-Rivera,1589 Joseph Highway Suite 654,Stuartville,Arkansas,G,59.0,599.0,5992.0,Florists
3792,Parker-Wallace,2158 Dawn Lodge,South Miguelburgh,New York,F,50.0,506.0,5064.0,"Electrical Appliances, Television and Radio Sets"
3793,Casey LLC,9243 Shane Knolls Suite 154,Michaelstad,Montana,D,36.0,364.0,3647.0,Vehicular Lighting Equipment
3794,Shaw PLC,1357 Garcia Shore Apt. 856,New Barbara,Tennessee,D,39.0,395.0,3955.0,Carbon Paper and Inked Ribbons
3795,Thomas PLC,7388 Jessica Crossing Suite 219,Bowerston,New York,I,72.0,723.0,7231.0,Beauty Shops
3796,"Compton, Shah and Gould",136 White Court Apt. 170,Danaville,Virginia,D,26.0,267.0,2675.0,Die-Cut Paper and Paperboard and Cardboard
3797,"Stein, Henry and Rose",72986 Jeffrey Skyway Suite 889,Port Aprilview,Arizona,D,29.0,295.0,2951.0,Asphalt Paving Mixtures and Blocks
3798,Melton LLC,44124 Munoz Islands Suite 931,Bradleyborough,Oregon,I,80.0,809.0,8099.0,"Health and Allied Services, Not Elsewhere Classified"
3799,Larson-Coleman,4554 Gonzales Lock Suite 210,New Donald,Connecticut,H,64.0,641.0,6411.0,"Insurance Agents, Brokers, and Service"
3800,"Roberts, Bishop and Carrillo",,Brownview,Nebraska,D,34.0,347.0,3471.0,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
3801,Jarvis Group,333 Patricia Run Suite 416,Estradaburgh,Wisconsin,D,34.0,344.0,3443.0,Fabricated Plate Work (Boiler Shops)
3802,"Gonzalez, Stewart and Smith",5998 Rush Branch Apt. 741,New Danielle,Georgia,D,37.0,375.0,3751.0,"Motorcycles, Bicycles, and Parts"
3803,,529 Rebecca Street,Sierrabury,Louisiana,B,12.0,122.0,1221.0,Bituminous Coal and Lignite Surface Mining
3804,"Rollins, Brown and Martinez",3174 Jackson Wells Apt. 474,Lopezville,Louisiana,I,80.0,805.0,8052.0,Intermediate Care Facilities
3805,Gates PLC,024 Ellis Rapid,West Michaelton,Mississippi,D,39.0,396.0,3965.0,"Fasteners, Buttons, Needles, and Pins"
3806,Baker and Sons,2639 Ortega Bypass,Christopherstad,South Dakota,D,24.0,245.0,2451.0,Mobile Homes
3807,Sanders LLC,2112 Gary Estate,,Kansas,D,37.0,373.0,,Ship Building and Repairing
3808,Dean Group,335 Kristen Corner Apt. 473,Evansville,Ohio,A,1.0,13.0,132.0,Tobacco
3809,"Dixon, Salas and White",8994 Christopher Tunnel,Jenniferfurt,Texas,E,41.0,414.0,4142.0,"Bus Charter Service, Except Local"
3810,"Hunt, Perry and Arellano",62725 Medina Viaduct Suite 812,New Christopher,Oregon,I,76.0,762.0,7629.0,"Electrical and Electronic Repair Shops, Not Elsewhere Classified"
3811,Hensley Inc,82572 Allison Lakes Apt. 970,Lake Timothy,Minnesota,G,53.0,533.0,5331.0,Variety Stores
3812,Chavez Inc,457 John Cove Apt. 228,Shawmouth,California,D,24.0,,2431.0,Millwork
3813,Thompson-Fuentes,497 Shannon Port,Johnsonville,Arkansas,H,62.0,628.0,6289.0,"Services Allied With the Exchange of Securities or Commodities, Not Elsewhere Classified"
3814,Bryant-Mcmillan,412 Brian Street Suite 020,Rogerberg,Connecticut,D,36.0,365.0,3652.0,Phonograph Records and Prerecorded Audio Tapes and Disks
3815,"Weaver, Thornton and Jackson",48266 Baker Parkway,Katherineborough,California,D,39.0,396.0,3965.0,"Fasteners, Buttons, Needles, and Pins"
3816,"Huber, Thompson and Guzman",56281 Kyle Tunnel,Silvaberg,Connecticut,I,82.0,823.0,8231.0,Libraries
3817,Collins PLC,572 Thomas Hollow,Lake Arthur,Virginia,A,7.0,74.0,741.0,Veterinary Services for Livestock
3818,"Adkins, Baldwin and Willis",61541 Atkinson Track Suite 560,Jasmineberg,South Dakota,I,70.0,,7041.0,"Organization Hotels and Lodging Houses, on Membership Basis"
3819,Lowe Ltd,904 Victoria Ranch,Daniellefurt,North Carolina,H,65.0,651.0,6519.0,"Lessors of Real Property, Not Elsewhere Classified"
3820,"Williams, Schroeder and Moore",40264 Jasmine Junctions,Kimberlybury,Illinois,D,35.0,353.0,3532.0,"Mining Machinery and Equipment, Except Oil and Gas Field Machinery and Equipment"
3821,,2192 Anderson Pike Apt. 688,Raymondchester,California,B,10.0,102.0,1021.0,Copper Ores
3822,Roberts-Hernandez,98909 Melissa Pike,South Gary,Minnesota,D,26.0,265.0,2653.0,Corrugated and Solid Fiber Boxes
3823,Fox-Thompson,8639 Aaron Ford,South Aaronbury,Florida,A,2.0,21.0,213.0,Hogs
3824,Zuniga and Sons,164 Julie Inlet,South Jeannestad,New York,D,35.0,356.0,3562.0,Ball and Roller Bearings
3825,"May, Gordon and Kennedy",3967 Nicole Grove Suite 779,Gutierrezton,New Jersey,I,73.0,737.0,7377.0,Computer Rental and Leasing
3826,Johnson-Chen,606 Kyle Green,West Michael,South Dakota,C,15.0,154.0,1542.0,"General Contractors-Nonresidential Buildings, Other than Industrial Buildings and Warehouses"
3827,Bell-Hensley,81394 Black Overpass Suite 010,North Billy,Florida,B,14.0,148.0,1481.0,"Nonmetallic Minerals Services, Except Fuels"
3828,Brewer-Henry,6438 Barbara Fields Suite 147,Sarahberg,Michigan,I,82.0,822.0,8221.0,"Colleges, Universities, and Professional Schools"
3829,"Riley, Thompson and Lowe",826 Michael Trace Apt. 387,West Chad,California,D,35.0,357.0,3572.0,Computer Storage Devices
3830,Evans-Rodriguez,4604 Carpenter Divide,Kimmouth,Montana,E,47.0,472.0,4724.0,Travel Agencies
3831,"Day, Rodriguez and Stevens",87347 Jennifer Island Apt. 713,Blevinsborough,Georgia,D,39.0,399.0,3995.0,Burial Caskets
3832,Padilla-Massey,,Smithberg,Utah,I,79.0,799.0,7997.0,Membership Sports and Recreation Clubs
3833,Tucker-Smith,7375 John Glen Suite 590,New Shirleystad,Idaho,D,36.0,361.0,3613.0,Switchgear and Switchboard Apparatus
3834,Greene-Brown,33575 Rogers Rapid Suite 106,Danielsshire,New Mexico,B,13.0,138.0,1389.0,"Oil and Gas Field Services, Not Elsewhere Classified"
3835,Wagner Ltd,7579 Craig Circles Suite 539,Kristachester,Ohio,D,37.0,371.0,3711.0,Motor Vehicles and Passenger Car Bodies
3836,Ramirez and Sons,8354 Leslie Ville Suite 020,Andrewtown,Idaho,D,27.0,274.0,2741.0,Miscellaneous Publishing
3837,Yang and Sons,249 Carl Mountains Suite 496,New Danielle,California,D,30.0,308.0,3083.0,"Laminated Plastics Plate, Sheet, and Profile Shapes"
3838,Hernandez-Turner,196 Williams Square,West Jill,,F,50.0,508.0,5085.0,Industrial Supplies
3839,Taylor-Baker,0851 Jeremy Port,West Amanda,Ohio,D,30.0,308.0,3089.0,"Plastics Products, Not Elsewhere Classified"
3840,Barnett-Robinson,84154 Nicholas Rapid Suite 375,Port Amanda,Florida,D,37.0,375.0,3751.0,"Motorcycles, Bicycles, and Parts"
3841,Johnson and Sons,49458 Kenneth Springs,South Jason,Texas,D,33.0,336.0,3366.0,Copper Foundries
3842,"Evans, Davis and Munoz",607 Calhoun Crossing,Meganbury,Delaware,A,7.0,75.0,752.0,"Animal Specialty Services, Except Veterinary"
3843,"Pollard, Caldwell and Murphy",613 Koch Ranch,Walshhaven,Delaware,D,38.0,,3841.0,Surgical and Medical Instruments and Apparatus
3844,Keith Ltd,1630 Gomez Knoll Suite 417,Port Thomas,New Hampshire,D,29.0,295.0,2952.0,Asphalt Felts and Coatings
3845,Wilson-Lowe,7206 Clark Grove,North Aaron,Maine,D,39.0,391.0,3915.0,"Jewelers' Findings and Materials, and Lapidary Work"
3846,Acosta and Sons,4568 Rebecca Motorway,Jamesbury,North Dakota,D,33.0,335.0,3355.0,"Aluminum Rolling and Drawing, Not Elsewhere Classified"
3847,"Blanchard, Singh and Kidd",227 Jennifer Fords Suite 374,East Leslieberg,Maine,I,73.0,737.0,7374.0,Computer Processing and Data Preparation and Processing Services
3848,Powell-Salas,3380 Catherine Ville,West Kathleen,Vermont,D,20.0,203.0,2035.0,"Pickled Fruits and Vegetables, Vegetable Sauces and Seasonings, and Salad Dressings"
3849,Fritz-Allen,550 Melissa Center Suite 480,Matthewhaven,Pennsylvania,I,73.0,731.0,7313.0,"Radio, Television, and Publishers' Advertising Representatives"
3850,Long-Brooks,76106 Stein Via Apt. 670,Anthonyport,Oklahoma,D,36.0,367.0,3671.0,Electron Tubes
3851,"Johnson, Reynolds and Garcia",,New Meghanfort,New Mexico,D,24.0,245.0,2451.0,Mobile Homes
3852,"Thomas, Christian and Brown",754 Villanueva Field Suite 221,Allenstad,Indiana,I,80.0,801.0,8011.0,Offices and Clinics of Doctors of Medicine
3853,Thompson-Luna,227 Watkins Stream,West Robert,Wyoming,J,93.0,931.0,9311.0,"Public Finance, Taxation, and Monetary Policy"
3854,Patel-Wilcox,0279 Brianna Lock Apt. 389,Sherrymouth,Wisconsin,D,24.0,243.0,2435.0,Hardwood Veneer and Plywood
3855,"Weaver, Schneider and Morris",,Reedport,Hawaii,D,27.0,277.0,2771.0,Greeting Cards
3856,Cox-Frost,12809 Elliott Unions,Smithfort,Hawaii,E,46.0,461.0,4613.0,Refined Petroleum Pipelines
3857,"Peters, Scott and Mercer",6577 Alvarado Forks Suite 376,New Justinton,Nebraska,H,61.0,616.0,6163.0,Loan Brokers
3858,"Chase, Mcdonald and Snyder",42897 Joseph Squares,Dukeview,Delaware,I,79.0,792.0,7929.0,"Bands, Orchestras, Actors, and Other Entertainers and Entertainment Groups"
3859,"Manning, Roth and Patel",1219 Wilson Prairie Apt. 581,West Marie,,I,86.0,866.0,8661.0,Religious Organizations
3860,Murphy-Johnson,8790 Gina Hill Suite 982,Robertfort,Delaware,,39.0,395.0,3951.0,"Pens, Mechanical Pencils, and Parts"
3861,Miller Group,11817 Daniel Manors Suite 488,Palmermouth,Utah,A,1.0,17.0,171.0,Berry Crops
3862,Little-Young,638 Jessica Glens,Theresahaven,Tennessee,F,51.0,514.0,5141.0,"Groceries, General Line"
3863,Foster-Walker,720 Jesse Cliff Apt. 804,Ericamouth,Nebraska,I,78.0,784.0,7841.0,Video Tape Rental
3864,Chavez-Taylor,95382 Gomez Ford Suite 597,Sanchezville,Missouri,D,20.0,206.0,2068.0,Salted and Roasted Nuts and Seeds
3865,Smith Inc,,Lake Jamesview,Alaska,D,35.0,354.0,3546.0,Power-Driven Handtools
3866,"Walker, Patton and Weaver",7690 Wallace Terrace,North Meganberg,Wyoming,D,32.0,325.0,3253.0,Ceramic Wall and Floor Tile
3867,Keller-Maynard,6471 Johnson Land Suite 139,Port Markton,South Dakota,H,61.0,611.0,6111.0,Federal and Federally-Sponsored Credit Agencies
3868,"French, Perez and Nguyen",278 Melissa Center Apt. 589,West Michael,Kansas,D,38.0,384.0,3844.0,X-Ray Apparatus and Tubes and Related Irradiation Apparatus
3869,Rodgers Inc,11137 Aguilar Crossing,Tracyland,Alaska,D,34.0,342.0,3423.0,"Hand and Edge Tools, Except Machine Tools and Handsaws"
3870,Gregory Group,,South Gary,North Dakota,D,35.0,358.0,3581.0,Automatic Vending Machines
3871,Boyd-Barnes,700 Melissa Fall Apt. 574,Heatherborough,Nebraska,I,80.0,807.0,8072.0,Dental Laboratories
3872,Wright Inc,88396 Hall Brooks,Lake Ronaldfort,Delaware,H,63.0,632.0,6324.0,Hospital and Medical Service Plans
3873,King-Long,46481 Stacey Trafficway,Port Theresa,Delaware,E,44.0,444.0,4449.0,"Water Transportation of Freight, Not Elsewhere Classified"
3874,"Mccoy, Gibbs and Arnold",8513 Tony Fort,New Shane,Louisiana,D,,,3273.0,Ready-Mixed Concrete
3875,Nelson-Campbell,75792 Adkins Glen,Santosmouth,Pennsylvania,G,55.0,551.0,5511.0,Motor Vehicle Dealers (New and Used)
3876,"Blair, Johnson and Braun",8179 Harrison Club Suite 126,Port Melissaton,Vermont,D,25.0,259.0,2599.0,"Furniture and Fixtures, Not Elsewhere Classified"
3877,Romero-Ingram,6107 Cobb Stravenue Apt. 705,Port Tommyfurt,West Virginia,J,97.0,971.0,9711.0,National Security
3878,Lopez-Sheppard,16358 Sullivan Points Suite 049,Kevinhaven,Oregon,G,57.0,573.0,5731.0,"Radio, Television, and Consumer Electronics Stores"
3879,Johnson-Gonzalez,12659 White Courts Suite 656,West Michaelport,Louisiana,A,7.0,72.0,723.0,"Crop Preparation Services for Market, Except Cotton Ginning"
3880,Green LLC,08856 Alyssa Stream,Johnsonfort,Nevada,I,89.0,899.0,8999.0,"Services, Not Elsewhere Classified"
3881,Smith Group,9713 Trujillo Causeway Suite 135,Reyesborough,,D,36.0,365.0,,Phonograph Records and Prerecorded Audio Tapes and Disks
3882,"Johnson, Wright and Chavez",48686 Scott Field Suite 382,Jasonfurt,New Hampshire,E,42.0,421.0,4212.0,Local Trucking Without Storage
3883,Michael Group,1567 Anthony Plains Suite 310,Port Connie,Indiana,J,92.0,922.0,9221.0,Police Protection
3884,"Anderson, Bennett and Waller",06775 Pena Groves,West Eugene,California,H,60.0,608.0,6081.0,Branches and Agencies of Foreign Banks
3885,Goodman PLC,0418 Guerrero Prairie Suite 061,East Anthony,Massachusetts,D,30.0,306.0,3069.0,"Fabricated Rubber Products, Not Elsewhere Classified"
3886,Middleton Group,558 Briggs Track Suite 852,Bethside,Mississippi,H,60.0,602.0,6022.0,State Commercial Banks
3887,Wright and Sons,116 Nancy Estates Suite 822,New Kimberlychester,Maine,D,34.0,,3494.0,"Valves and Pipe Fittings, Not Elsewhere Classified"
3888,"Chavez, Fischer and Mccarty",6470 Freeman Road Suite 842,Phyllisfort,Iowa,A,9.0,91.0,912.0,Finfish
3889,Hall-Brown,718 Tracey Row Apt. 864,Port Jesse,Rhode Island,D,23.0,233.0,2339.0,"Women's, Misses', and Juniors' Outerwear, Not Elsewhere Classified"
3890,"Snow, Higgins and Russell",5633 Alex Villages,East Brandontown,Pennsylvania,D,20.0,204.0,2043.0,Cereal Breakfast Foods
3891,Griffin-Reese,71257 Monique Tunnel,Christinaton,,E,,495.0,4959.0,"Sanitary Services, Not Elsewhere Classified"
3892,"Meyers, Adams and Lloyd",46700 Patricia Hollow Suite 863,Fitzgeraldside,North Carolina,I,72.0,729.0,7291.0,Tax Return Preparation Services
3893,Wise-Morse,83313 Schwartz Flat,New Michael,Oregon,D,28.0,281.0,2816.0,Inorganic Pigments
3894,Gibson Inc,9304 Catherine Rue,Port Kimberlyview,Indiana,F,50.0,507.0,5075.0,Warm Air Heating and Air-Conditioning Equipment and Supplies
3895,Allen-Ward,962 Anderson Shores Apt. 157,Morrisborough,Washington,D,28.0,281.0,2812.0,Alkalies and Chlorine
3896,Johnson-Jackson,68504 Sharon Parkway,Johnsonport,Oregon,,51.0,519.0,5193.0,"Flowers, Nursery Stock, and Florists' Supplies"
3897,"Pierce, Evans and Savage",768 Andrew Crescent Suite 594,Waltersview,North Dakota,D,31.0,313.0,3131.0,Boot and Shoe Cut Stock and Findings
3898,Smith and Sons,853 Lynn Road,Traceymouth,Virginia,D,38.0,382.0,3829.0,"Measuring and Controlling Devices, Not Elsewhere Classified"
3899,Jefferson LLC,59666 Joan Course,Williambury,Rhode Island,D,22.0,225.0,2257.0,Weft Knit Fabric Mills
3900,Cruz-Barry,3654 Jacob Lodge Suite 261,West Monique,Minnesota,D,37.0,372.0,3724.0,Aircraft Engines and Engine Parts
3901,Hill-Neal,662 Williams Squares,West Ryanburgh,,D,20.0,206.0,2068.0,Salted and Roasted Nuts and Seeds
3902,"Dixon, Taylor and Smith",41105 Clark Crossroad Apt. 667,Port David,Delaware,D,35.0,357.0,3578.0,"Calculating and Accounting Machines, Except Electronic Computers"
3903,Lewis-Hammond,46578 Moore Mount Apt. 899,West Beverlyland,Alabama,D,35.0,359.0,3594.0,Fluid Power Pumps and Motors
3904,"Jackson, Bell and Garcia",402 Smith Knoll Apt. 802,North Hayleyhaven,New York,D,23.0,233.0,2337.0,"Women's, Misses', and Juniors' Suits, Skirts, and Coats"
3905,Ramsey Ltd,3602 Lopez Island Apt. 270,Lake Theresafort,Idaho,D,28.0,282.0,2821.0,"Plastics Materials, Synthetic Resins, and Nonvulcanizable Elastomers"
3906,Meyer Ltd,71066 Dana Meadow,Kingburgh,North Carolina,F,51.0,514.0,5143.0,"Dairy Products, Except Dried or Canned"
3907,"Gray, Pace and Holloway",402 Gail Streets Apt. 730,Paulberg,Oregon,G,59.0,594.0,5947.0,"Gift, Novelty, and Souvenir Shops"
3908,"Smith, Lewis and Davis",509 Palmer Alley,North Melodyland,New Hampshire,I,79.0,793.0,7933.0,Bowling Centers
3909,"Howell, Clark and Skinner",312 Reynolds Crossing Suite 131,,Missouri,D,20.0,209.0,2097.0,Manufactured Ice
3910,Williams LLC,0708 Stephanie Loop Apt. 855,Lake Paul,Connecticut,D,35.0,354.0,3544.0,"Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds"
3911,Brown-Davidson,284 William Viaduct Apt. 438,North Andreamouth,California,F,51.0,513.0,5139.0,Footwear
3912,Morales-White,757 Green Mission,North Robertchester,Georgia,D,,231.0,2311.0,"Men's and Boys' Suits, Coats, and Overcoats"
3913,Miller LLC,633 Sanders Vista Suite 469,Rosetown,Missouri,D,20.0,206.0,2064.0,Candy and Other Confectionery Products
3914,Spencer-Hernandez,9955 Davis Junctions,Andersonmouth,Alaska,B,10.0,102.0,1021.0,Copper Ores
3915,"Jensen, Riley and Dougherty",59318 Green Wall,Hallview,Missouri,B,12.0,124.0,1241.0,Coal Mining Services
3916,Charles-Taylor,508 Clark Squares Suite 184,Port Christopherburgh,Pennsylvania,D,36.0,369.0,3692.0,"Primary Batteries, Dry and Wet"
